datetime,text,isRetweet
"May 8, 2025 @ 6:02 PM ET","Congressman Tom Barrett is an incredible Representative for the Wonderful People of Michigan's 7th Congressional District! Tom bravely served our Country as an Army Helicopter Pilot and, in Congress, he is fighting hard to Grow our Economy, Cut Taxes, Secure our Border, Support Law Enforcement, Stand with our Military/Vets, and Protect our always under siege Second Amendment. Together, we will ensure PEACE THROUGH STRENGTH. Tom Barrett has my Complete and Total Endorsement — HE WILL NOT LET YOU DOWN!",False
"May 8, 2025 @ 6:02 PM ET","Congressman Rob Bresnahan is a terrific Representative of Pennsylvania’s 8th Congressional District! A Highly Successful Businessman, Rob is working hard to Create Jobs, Cut Taxes, Stop Wasteful Spending, and Unleash the American Dream. In his next term, Rob will help us Secure the Border, Stop Migrant Crime, Strengthen our Military, Support our Veterans, and Protect our always under siege Second Amendment. Rob Bresnahan has my Complete and Total Endorsement — HE WILL NEVER LET YOU DOWN!",False
"May 8, 2025 @ 6:02 PM ET","Congressman Nick Begich is doing an incredible job representing the Great People of Alaska, a State I love, and WON BIG THREE TIMES, in 2016, 2020, and 2024! A very successful Businessman, Nick knows the America First Policies required to Create Great Jobs, Cut Taxes, Strengthen our Economy, and Eliminate Government Waste. He will never stop fighting to Secure our Border, Stop Migrant Crime, Halt the Flow of Illegal Drugs, Strengthen our Military/Vets, Champion American Energy DOMINANCE, and Defend our always under siege Second Amendment. Nick Begich has my Complete and Total Endorsement — HE WILL NOT LET YOU DOWN!",False
"May 8, 2025 @ 6:02 PM ET","Congresswoman Jen Kiggans is a Tremendous Advocate for the Great People of Virginia’s 2nd Congressional District! A former Navy helicopter pilot, Jen knows how to Defend our Country, Support our Brave Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, Jen is working hard to Secure the Border, Grow the Economy, Restore American Energy Independence, and Protect our always under siege Second Amendment. Jen Kiggans has my Complete and Total Endorsement — SHE WILL NOT LET YOU DOWN!",False
"May 8, 2025 @ 6:01 PM ET","Congressman Zach Nunn is a fantastic Representative for the Great People of Iowa’s 3rd Congressional District! A Brave Combat Veteran, Zach is fighting hard to Grow our Economy, Cut Taxes, Support our Farmers, Secure the Border, Strengthen our Military, Deliver Quality Care to our Veterans, Promote PEACE THROUGH STRENGTH, and Defend our always under siege Second Amendment. Zach Nunn has my Complete and Total Endorsement — HE WILL NOT LET YOU DOWN!",False
"May 8, 2025 @ 6:01 PM ET","Congressman Mike Bost is a Tremendous Champion for Illinois’ 12th Congressional District! A U.S. Marine Corps Veteran, and Chairman of the House Veterans' Affairs Committee, Mike is fighting tirelessly to Strengthen our Military, Care for our Veterans, Stop Crime, Stand with our Brave Law Enforcement, Secure our Border, Cut Taxes, Promote Energy DOMINANCE, and Defend our always under siege Second Amendment. He has been with us from the very beginning, helping us, MAKE AMERICA GREAT AGAIN. Mike Bost has my Complete and Total Endorsement for Re-Election – HE WILL NEVER LET YOU DOWN!",False
"May 8, 2025 @ 5:49 PM ET","The Deal I made today with the United Kingdom is GREAT for our FARMERS and RANCHERS! It’s also wonderful for the United Kingdom. Everybody benefits, that’s the way it should be!",False
"May 8, 2025 @ 4:38 PM ET","Talks with Russia/Ukraine continue. The U.S. calls for, ideally, a 30-day unconditional ceasefire. Hopefully, an acceptable ceasefire will be observed, and both Countries will be held accountable for respecting the sanctity of these direct negotiations. If the ceasefire is not respected, the U.S. and its partners will impose further sanctions. Thousands of young soldiers are dying on a weekly basis, and everybody should want it to STOP. I do, and the United States of America does, also. As President, I will stay committed to securing Peace between Russia and Ukraine, together with the Europeans, and a Lasting Peace it will be! This ceasefire must ultimately build toward a Peace Agreement. It can all be done very quickly, and I will be available on a moment’s notice if my services are needed. Thank you for your attention to this matter!",False
"May 8, 2025 @ 4:38 PM ET","I have spoken with my wonderful Secretary of Commerce, Howard Lutnick, and we agree that the Biden/Harris so-called “Digital Equity Act” is totally UNCONSTITUTIONAL. No more woke handouts based on race! The Digital Equity Program is a RACIST and ILLEGAL $2.5 BILLION DOLLAR giveaway. I am ending this IMMEDIATELY, and saving Taxpayers BILLIONS OF DOLLARS!",False
"May 8, 2025 @ 1:25 PM ET","Congratulations to Cardinal Robert Francis Prevost, who was just named Pope. It is such an honor to realize that he is the first American Pope. What excitement, and what a Great Honor for our Country. I look forward to meeting Pope Leo XIV. It will be a very meaningful moment!",False
"May 8, 2025 @ 10:59 AM ET","Today is an incredible day for America as we deliver our first Fair, Open, and Reciprocal Trade Deal — Something our past Presidents never cared about. Together with our strong Ally, the United Kingdom, we have reached the first, historic Trade Deal since Liberation Day. As part of this Deal, America will raise $6 BILLION DOLLARS in External Revenue from 10% Tariffs, $5 BILLION DOLLARS in new Export Opportunities for our Great Ranchers, Farmers, and Producers, and enhance the National Security of both the U.S. and the UK through the creation of an Aluminum and Steel Trading Zone, and a secure Pharmaceutical Supply Chain. This Deal shows that if you respect America, and bring serious proposals to the table, America is OPEN FOR BUSINESS. Many more to come — STAY TUNED!",False
"May 8, 2025 @ 6:38 AM ET","Air Traffic problems caused by the incompetent Biden Administration, as headed by, in this case, a total novice and political hack, Pete B. I WILL FIX IT!!!",False
"May 8, 2025 @ 6:31 AM ET","“Too Late” Jerome Powell is a FOOL, who doesn’t have a clue. Other than that, I like him very much! Oil and Energy way down, almost all costs (groceries and “eggs”) down, virtually NO INFLATION, Tariff Money Pouring Into the U.S. — THE EXACT OPPOSITE OF “TOO LATE!” ENJOY!",False
"May 8, 2025 @ 6:15 AM ET",The Golden Age of America is coming!,False
"May 8, 2025 @ 6:08 AM ET","The agreement with the United Kingdom is a full and comprehensive one that will cement the relationship between the United States and the United Kingdom for many years to come. Because of our long time history and allegiance together, it is a great honor to have the United Kingdom as our FIRST announcement. Many other deals, which are in serious stages of negotiation, to follow!",False
"May 8, 2025 @ 5:42 AM ET","This should be a very big and exciting day for the United States of America and the United Kingdom. Press Conference at The Oval Office, 10A.M. Thank you!",False
"May 7, 2025 @ 9:11 PM ET",RT @KarliBonneExcellent interview of Scott Bessent,True
"May 7, 2025 @ 8:56 PM ET","Big News Conference tomorrow morning at 10:00 A.M., The Oval Office, concerning a MAJOR TRADE DEAL WITH REPRESENTATIVES OF A BIG, AND HIGHLY RESPECTED, COUNTRY. THE FIRST OF MANY!!!",False
"May 7, 2025 @ 5:49 PM ET","We are making great progress on “The One, Big, Beautiful Bill.” Our Economy is doing well, but it’s going to BOOM in a way never seen before. We are going to do NO TAX ON TIPS, NO TAX ON SENIORS’ SOCIAL SECURITY, NO TAX ON OVERTIME, and much more. It will be the biggest Tax Cut for Middle and Working Class Americans by far, and it is time for Main Street to WIN. MAKE AMERICA GREAT AGAIN!",False
"May 7, 2025 @ 4:45 PM ET","I am pleased to announce that Dr. Casey Means, will be nominated as our next Surgeon General of the United States of America. Casey has impeccable “MAHA” credentials, and will work closely with our wonderful Secretary of Health and Human Services, Robert F. Kennedy, Jr., to ensure a successful implementation of our Agenda in order to reverse the Chronic Disease Epidemic, and ensure Great Health, in the future, for ALL Americans. Her academic achievements, together with her life’s work, are absolutely outstanding. Dr. Casey Means has the potential to be one of the finest Surgeon Generals in United States History. Congratulations to Casey! Secretary Kennedy looks forward to working with Dr. Janette Nesheiwat in another capacity at HHS. Thank you for your attention to this matter.",False
"May 7, 2025 @ 3:43 PM ET","Congratulations to our new Ambassador to China, David Perdue!",False
"May 7, 2025 @ 9:49 AM ET","Our Court System is not letting me do the job I was Elected to do. Activist judges must let the Trump Administration deport murderers, and other criminals who have come into our Country illegally, WITHOUT DELAY!!!",False
"May 7, 2025 @ 9:37 AM ET","The Election Interfering 60 Minutes interview with Kamala Harris, which aired on CBS just before Election Day and deep into Early Voting, turned out to be much worse than expected, with her answers being unlawfully fixed, manipulated, and doctored throughout by CBS, in order to try and make Kamala appear at least somewhat coherent. The full transcript, which 60 Minutes, CBS, and Paramount tried to hide from the American People, and refused to release until after I was already Inaugurated, and they were ordered to do so by the Federal Communications Commission, shows that the “interview” was nothing but fake, corrupt, anti-Trump propaganda. On top of that, in a total slap in the face to anyone who believes in TRUTH and Honest Journalism, this Fake News Puff Piece has now been nominated for an award by the totally discredited Emmys. Did 60 Minutes and its Corporate Parents apply to get an Emmy for an illegally falsified interview, or did other Fake Outlets nominate them for this dubious “honor”? These antics are why the American People have no trust in the Press, and demand that the Media, very much including 60 Minutes, CBS, and its owners, be held responsible for their corruption and lies, which is exactly what we are doing in Court!",False
